username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink;
Pizo24;2016-10-09 02:22;0;0;@SenatorKirk @realDonaldTrump @GOP You should give up your position. Since you won't back the party. Traitor. Are you afraid you'll lose $;;@SenatorKirk @realDonaldTrump @GOP;;7.84912E+17;https://twitter.com/Pizo24/status/784911915566796801;
blessmyliberty;2016-10-09 02:21;9;6;@realDonaldTrump - @RNC @GOP @Reince @SpeakerRyan @SenJohnMcCain @MikeCrapo @SenatorKirk @KellyAyotte : still wanna go there? Let's go! https:// twitter.com/Workers4Trump/ status/784897340091932672 …;;@realDonaldTrump @RNC @GOP @Reince @SpeakerRyan @SenJohnMcCain @MikeCrapo @SenatorKirk @KellyAyotte;;7.84912E+17;https://twitter.com/blessmyliberty/status/784911753784139776;
josevic65;2016-10-09 02:21;0;2;@AnnCoulter @HillaryClinton @SenatorKirk @realDonaldTrump @GOP this has only showcased how horrible Hillary is. Her actual CRIMES r worse;;@AnnCoulter @HillaryClinton @SenatorKirk @realDonaldTrump @GOP;;7.84912E+17;https://twitter.com/josevic65/status/784911681369608192;
jerrytaylorart2;2016-10-09 02:19;0;0;@SenatorKirk @realDonaldTrump @GOP Trump is the nominee. Private words said 11 yrs ago don't reflect the man today. Remember SCOTUS.;;@SenatorKirk @realDonaldTrump @GOP;;7.84911E+17;https://twitter.com/jerrytaylorart2/status/784911162387394560;
DMomBlog;2016-10-09 02:19;0;0;@SenatorKirk Thank you for speaking out about Donald Trump and asking him to step down as the republican nominee.;;@SenatorKirk;;7.84911E+17;https://twitter.com/DMomBlog/status/784911059807272960;
suzann_ortega;2016-10-09 02:18;0;0;@SenatorKirk and Bill Clinton isnt??? Have you forgotton?? I dont like either candidate but at least DJT is not evil- Hillary sure is.;;@SenatorKirk;;7.84911E+17;https://twitter.com/suzann_ortega/status/784910900209684480;
NewsPuppet;2016-10-09 02:17;0;0;@SenatorKirk @realDonaldTrump @GOP Free speech is in the US Constitution, guess you don't defend that anymore now do you.;;@SenatorKirk @realDonaldTrump @GOP;;7.84911E+17;https://twitter.com/NewsPuppet/status/784910663348916224;
GingerMarple;2016-10-09 02:15;0;0;@SenatorKirk Sorry but no longer belong to the party of Lincoln. Trump and Clinton are both sewer rats unworthy to serve.USA is going down;;@SenatorKirk;;7.8491E+17;https://twitter.com/GingerMarple/status/784910233873199104;
wy4_trump;2016-10-09 02:15;0;0;@SenatorKirk those that are offended the most like you are behave the same way. Stop acting #hollierthanthow #loser;;@SenatorKirk;#hollierthanthow #loser;7.8491E+17;https://twitter.com/wy4_trump/status/784910047134355456;
Williamjkelly;2016-10-09 02:12;0;0;"@SenatorKirk @AmandaVinicky @Sneedlings Why should we care what this bro with no ho"" has to say? https:// twitter.com/SenatorKirk/st atus/784555457255964672 …""";;@SenatorKirk @AmandaVinicky @Sneedlings;;7.84909E+17;https://twitter.com/Williamjkelly/status/784909355380568064;
Slybanter;2016-10-09 02:12;0;0;@SenatorKirk @dcexaminer The party of Lincoln that would never allow interracial marriage?;;@SenatorKirk @dcexaminer;;7.84909E+17;https://twitter.com/Slybanter/status/784909331955265536;
NorthBeaches;2016-10-09 02:11;0;0;@TheDemocrats Establishment @GOP @realDonaldTrump (cc: @SenatorKirk ) https:// twitter.com/8thofnovember/ status/784800097234145280 …;;@TheDemocrats @GOP @realDonaldTrump @SenatorKirk;;7.84909E+17;https://twitter.com/NorthBeaches/status/784909125192851456;
Sled_Pull;2016-10-09 02:11;0;0;"@SenatorKirk @corrcomm The Party of Lincoln does not exist. Most current Republicans"" have no balls or backbone. Establishment SNOWFLAKES.""";;@SenatorKirk @corrcomm;;7.84909E+17;https://twitter.com/Sled_Pull/status/784909015683854336;
NorthBeaches;2016-10-09 02:10;0;0;. @SenatorKirk should resign. #Illinois deserves nonglobalist nonelitist nonleftist option Vote TRUMP & then all 3rd party if necessary https:// twitter.com/senatorkirk/st atus/784555457255964672 …;;@SenatorKirk;#Illinois;7.84909E+17;https://twitter.com/NorthBeaches/status/784908773366177793;
SkyeShepard;2016-10-09 02:08;1;1;No one ASKED YOU! #GoTrump ! The #BushCrimeFamily smear-job BACKFIRED!!! @SenatorKirk @realDonaldTrump @GOP;;@SenatorKirk @realDonaldTrump @GOP;#GoTrump #BushCrimeFamily;7.84908E+17;https://twitter.com/SkyeShepard/status/784908370738196480;
bhab7;2016-10-09 02:08;0;0;@MittRomney @JohnKasich @PatToomey @JeffFlake @SenatorKirk @AJSpiker @SpeakerRyan I am a woman & what happened 11yrs ago does not matter!;;@MittRomney @JohnKasich @PatToomey @JeffFlake @SenatorKirk @AJSpiker @SpeakerRyan;;7.84908E+17;https://twitter.com/bhab7/status/784908271349936129;
robertrwynn;2016-10-09 02:07;0;0;@SenatorKirk @realDonaldTrump @GOP Tell you what were doing were going to vote for trump and bypass your name on the ballot this time.;;@SenatorKirk @realDonaldTrump @GOP;;7.84908E+17;https://twitter.com/robertrwynn/status/784908143558070273;
AnonymousNTX;2016-10-09 02:03;0;1;@SenatorKirk @GOP didn't elect #Trump the #People did. Washington DC is in a precarious position between an angry Russia & angry citizens.;;@SenatorKirk @GOP;#Trump #People;7.84907E+17;https://twitter.com/AnonymousNTX/status/784907219858894849;
TheInfamous951;2016-10-09 02:02;0;0;@FoxNews @SenatorKirk @realDonaldTrump Amusing to see politicians come out of the woodwork. Goes to prove true that they're backstabbers.;;@FoxNews @SenatorKirk @realDonaldTrump;;7.84907E+17;https://twitter.com/TheInfamous951/status/784906940820234240;
AltairAraujoJr;2016-10-09 02:02;0;0;3) @MikeLeeforUtah @HerbertForUtah @RepChaffetz @SenatorKirk @GovernorPataki @BenSasse @SenCapito @JeffFlake @RepMarthaRoby @BarbaraComstock;;@MikeLeeforUtah @HerbertForUtah @RepChaffetz @SenatorKirk @GovernorPataki @BenSasse @SenCapito @JeffFlake @RepMarthaRoby @BarbaraComstock;;7.84907E+17;https://twitter.com/AltairAraujoJr/status/784906834259894272;
jmschell52;2016-10-09 02:01;0;0;@FoxNews @SenatorKirk @realDonaldTrump I think you are part of Killary's gang. Shame on you. Power to the people.;;@FoxNews @SenatorKirk @realDonaldTrump;;7.84907E+17;https://twitter.com/jmschell52/status/784906619993755648;
repeat3xs;2016-10-09 02:01;0;0;@SenatorKirk Oh you give him to much credit ,take another look ,not to long nausea may occur or dizziness,headache ,& or a need to escape !;;@SenatorKirk;;7.84907E+17;https://twitter.com/repeat3xs/status/784906614100942852;
GOPReload;2016-10-09 02:00;3;6;@joefico41 @TheVoiceOfPaulR @kathleenwilley @SenatorKirk Time to reload the GOP and the Democrat party with REAL AMERICANS;;@joefico41 @TheVoiceOfPaulR @kathleenwilley @SenatorKirk;;7.84906E+17;https://twitter.com/GOPReload/status/784906374681538561;
giantsjoe;2016-10-09 02:00;1;0;@AnnCoulter @sheila14all @HillaryClinton @SenatorKirk @realDonaldTrump @GOP Republicans calling for Trump withdraw never wanted him;;@AnnCoulter @sheila14all @HillaryClinton @SenatorKirk @realDonaldTrump @GOP;;7.84906E+17;https://twitter.com/giantsjoe/status/784906244775641089;
joefico41;2016-10-09 01:59;1;3;@GOPReload @TheVoiceOfPaulR @kathleenwilley established repubs too but if they thing im voting for them uh nope @SenatorKirk your out;;@GOPReload @TheVoiceOfPaulR @kathleenwilley @SenatorKirk;;7.84906E+17;https://twitter.com/joefico41/status/784906061807546368;
born_summer62;2016-10-09 01:59;0;0;@SenatorKirk @realDonaldTrump @GOP What is wrong with you? The PEOPLE are the BOSS not those WE elect. Get it straight. #neverhillary;;@SenatorKirk @realDonaldTrump @GOP;#neverhillary;7.84906E+17;https://twitter.com/born_summer62/status/784906037321166849;
luvmycruzer;2016-10-09 01:56;0;1;@AnnCoulter @Lovin2Laugh @HillaryClinton @SenatorKirk @realDonaldTrump @GOP Kirk should drop out he's a joke in Illinois!;;@AnnCoulter @Lovin2Laugh @HillaryClinton @SenatorKirk @realDonaldTrump @GOP;;7.84905E+17;https://twitter.com/luvmycruzer/status/784905352806539265;
ErsteKrieger;2016-10-09 01:54;0;0;@SenatorKirk @realDonaldTrump @GOP I am so sick of gutless, Liberal Republicans without a single identifiable principle. You're a Democrat.;;@SenatorKirk @realDonaldTrump @GOP;;7.84905E+17;https://twitter.com/ErsteKrieger/status/784904814438125568;
BernadetteIL;2016-10-09 01:54;0;1;The party of Lincoln rejects pro-infanticide, pro #plannedparenthood @SenatorKirk . Lincoln would be against you. He would free the babies. https:// twitter.com/SenatorKirk/st atus/784881586802073600 …;;@SenatorKirk;#plannedparenthood;7.84905E+17;https://twitter.com/BernadetteIL/status/784904792976003072;
Genna81070721;2016-10-09 01:52;0;1;@AnnCoulter @SenatorKirk @GOP Senator Kirk & the rest of the IL republicans need to grow a backbone. So disappointed in my state...AGAIN.;;@AnnCoulter @SenatorKirk @GOP;;7.84904E+17;https://twitter.com/Genna81070721/status/784904278863470592;
waffull;2016-10-09 01:49;1;3;. @SenatorKirk Sorry, but you must carry your baby to term. Aborting the baby you've brought to life is not an option. @pirategirlsrule;;@SenatorKirk @pirategirlsrule;;7.84904E+17;https://twitter.com/waffull/status/784903665597448192;
PaulineParnell;2016-10-09 01:49;0;0;@SenatorKirk Throwing out unkind words is very unbecoming! Donald has the guts to want to make a change! Forgive him and pray for him!;;@SenatorKirk;;7.84904E+17;https://twitter.com/PaulineParnell/status/784903615806746624;
vote4Trmp;2016-10-09 01:49;0;0;@SenatorKirk @dcexaminer you should be ashamed to associat urself with Lincoln. Ur records show that u are clearly bought and paid for;;@SenatorKirk @dcexaminer;;7.84903E+17;https://twitter.com/vote4Trmp/status/784903478359560192;
PinkTyler2;2016-10-09 01:46;0;0;@SenatorKirk says YOU...you will NEVER make me or other DJT supporters believe you haven't made remarks about women..it is ALL human nature!;;@SenatorKirk;;7.84903E+17;https://twitter.com/PinkTyler2/status/784902789226823680;
shugarsmama929;2016-10-09 01:45;0;0;@SenatorKirk @realDonaldTrump @GOP Replace Trump, and say goodbye to the GOP. You're all cowards, backing out for 11 year old comments.;;@SenatorKirk @realDonaldTrump @GOP;;7.84903E+17;https://twitter.com/shugarsmama929/status/784902621580492800;
charlene_rallo;2016-10-09 01:45;0;0;@SenatorKirk @realDonaldTrump @GOP Nah, let him stay in. GOP made him, GOP owns him. And vote BLUE across the board.;;@SenatorKirk @realDonaldTrump @GOP;;7.84903E+17;https://twitter.com/charlene_rallo/status/784902504333139968;
fullretad;2016-10-09 01:45;0;0;@JohnRiversToo @alt_rightnews @SenatorKirk Yep. He wanted them annexed in California, and ultimately repatriated.;;@JohnRiversToo @alt_rightnews @SenatorKirk;;7.84902E+17;https://twitter.com/fullretad/status/784902465657401344;
SnafuWorld;2016-10-09 01:44;0;1;ATTENTION #Illinois voters - DO NOT VOTE for #gope anti #Trump candidate @MarkKirk / @SenatorKirk / @markkirkhq . FYI @ilgop is warned. https:// twitter.com/angelinthepine /status/784889553857355776 …;;@MarkKirk @SenatorKirk @markkirkhq @ilgop;#Illinois #gope #Trump;7.84902E+17;https://twitter.com/SnafuWorld/status/784902292151513090;
Kindness4Caden;2016-10-09 01:42;2;6;@SenatorKirk @tjemery1 @dcexaminer Law & Order backer Sheriff David Clarke is backing Trump's sexual assault. Black Lives Matter angry?;;@SenatorKirk @tjemery1 @dcexaminer;;7.84902E+17;https://twitter.com/Kindness4Caden/status/784901851984519168;
roze_hurd;2016-10-09 01:42;0;1;@HillaryClinton @GOP @SpeakerRyan @JeffFlake @SenateMajLdr @HouseGOP @SenJohnThune @timkaine @SenatorKirk @RepJoeHeck @CNNPolitics @MSNBC pic.twitter.com/N7BocQFppZ;;@HillaryClinton @GOP @SpeakerRyan @JeffFlake @SenateMajLdr @HouseGOP @SenJohnThune @timkaine @SenatorKirk @RepJoeHeck @CNNPolitics @MSNBC;;7.84902E+17;https://twitter.com/roze_hurd/status/784901766529769472;
dan5656;2016-10-09 01:41;0;0;@SenatorKirk @realDonaldTrump @GOP Captain Kirk, I know you dream about HRC! You are just too shy to tell what your dreams are about! MMF;;@SenatorKirk @realDonaldTrump @GOP;;7.84901E+17;https://twitter.com/dan5656/status/784901480042012672;
alysenwonderlnd;2016-10-09 01:40;0;1;@AnnCoulter @JasonTotin @HillaryClinton @SenatorKirk Based on what should Trump drop out. Because he said pussy?!!!!;;@AnnCoulter @JasonTotin @HillaryClinton @SenatorKirk;;7.84901E+17;https://twitter.com/alysenwonderlnd/status/784901313792450560;
MillicentGunter;2016-10-09 01:40;0;2;@SenatorKirk @dcexaminer The voters are making our own list, you should be more concerned with that one. #MAGA #WomenForTrump;;@SenatorKirk @dcexaminer;#MAGA #WomenForTrump;7.84901E+17;https://twitter.com/MillicentGunter/status/784901285187387392;
sknskn13;2016-10-09 01:38;0;2;@ansonmount @SenatorKirk that's a a long list you're starting. You could be up all night.;;@ansonmount @SenatorKirk;;7.84901E+17;https://twitter.com/sknskn13/status/784900853824049152;
BTs4me;2016-10-09 01:38;0;0;We need to redouble efforts to get the vote out for your race @SenatorKirk . I've never backed Trump but will show up to vote for YOU. https:// twitter.com/SenatorKirk/st atus/784881586802073600 …;;@SenatorKirk;;7.84901E+17;https://twitter.com/BTs4me/status/784900708051017729;
B_Royston;2016-10-09 01:37;0;1;@Noahpinion @SenatorKirk It seems there are fewer and fewer benign clowns these days. Sad!;;@Noahpinion @SenatorKirk;;7.84901E+17;https://twitter.com/B_Royston/status/784900590459428864;
HollyLymely;2016-10-09 01:36;1;0;@ayneKcM @SenatorKirk please pass Lyme bill in an effort to prevent more suffering & so that #lyme kids can grow up w/out this kind of pain!;;@ayneKcM @SenatorKirk;#lyme;7.849E+17;https://twitter.com/HollyLymely/status/784900413350961152;
NickWolfinger;2016-10-09 01:35;0;0;@Noahpinion @SenatorKirk all clowns are malignant: Stephan King's book, John Wayne Gacy... Yep. All clowns.;;@Noahpinion @SenatorKirk;;7.849E+17;https://twitter.com/NickWolfinger/status/784900164964143106;
zjparker5310;2016-10-09 01:34;0;0;@SenatorKirk lol but you're telling the truth, plus he's dangerous to the citizens of the US,;;@SenatorKirk;;7.849E+17;https://twitter.com/zjparker5310/status/784899900035170304;
I_am_Deplorable;2016-10-09 01:34;0;0;@SenatorKirk then Lincoln just turned over in his grave;;@SenatorKirk;;7.849E+17;https://twitter.com/I_am_Deplorable/status/784899835434442756;
swdea7;2016-10-09 01:34;0;0;@SenatorKirk You have lost my vote due to your comments. I can't stand Duckworth's positions & you r forcing me 2 vote 4 a 3rd party.;;@SenatorKirk;;7.849E+17;https://twitter.com/swdea7/status/784899768199876608;
HollyLymely;2016-10-09 01:33;1;0;“ @ayneKcM : #LYME DISEASE CHANGED OUR LIVES https:// youtu.be/yjaPSfVsBis @senatorKirk @ayneKcM please pass lyme bill SB1503;;@ayneKcM @senatorKirk @ayneKcM;#LYME;7.849E+17;https://twitter.com/HollyLymely/status/784899578286006272;
iornlift;2016-10-09 01:33;0;0;@SenatorKirk @dcexaminer u r part of the problem that brought us trump #rino . Focus on that sewer state u represent;;@SenatorKirk @dcexaminer;#rino;7.84899E+17;https://twitter.com/iornlift/status/784899476246802432;
republiclvr;2016-10-09 01:29;0;0;@SenatorKirk @realDonaldTrump @GOP YES...because Americans DESERVE BETTER!!!! Time to engage rules for replacement & do the right thing-NOW!;;@SenatorKirk @realDonaldTrump @GOP;;7.84899E+17;https://twitter.com/republiclvr/status/784898652376600577;
dice49799;2016-10-09 01:29;0;0;@SenatorKirk @realDonaldTrump @GOP get off your high horse we don't care what you think;;@SenatorKirk @realDonaldTrump @GOP;;7.84899E+17;https://twitter.com/dice49799/status/784898533908369408;
alulamonster;2016-10-09 01:28;0;0;. @g_knapp DupingSpree! @SenateApprops @SenFeinstein @SenatorKirk @SenMurphyOffice #savewildhorses pic.twitter.com/qqYSlfvLuU;;@g_knapp @SenateApprops @SenFeinstein @SenatorKirk @SenMurphyOffice;#savewildhorses;7.84898E+17;https://twitter.com/alulamonster/status/784898403327217665;
CoffeeGeekGuy;2016-10-09 01:28;1;0;. @SenatorKirk The #GOP should play the racist, xenophobic, anti-woman, hate-filled candidate it nominated. You built it. https:// twitter.com/SenatorKirk/st atus/784555457255964672 …;;@SenatorKirk;#GOP;7.84898E+17;https://twitter.com/CoffeeGeekGuy/status/784898190101196800;
JackSagen;2016-10-09 01:27;0;0;@FoxNews @SenatorKirk @realDonaldTrump Sen. Kirk is the clown. He supports corrupt HRC, who knowingly compromised our nat'l security! Shame!;;@FoxNews @SenatorKirk @realDonaldTrump;;7.84898E+17;https://twitter.com/JackSagen/status/784898144437833728;
chenjiman;2016-10-09 01:24;0;0;#FreeBoroujerdiThe Critical Health Status of Mr. Kazemeini Boroujerdi and Denial of Medical Leave @foreignoffice @SenatorKirk @AmnestyUK;;@foreignoffice @SenatorKirk @AmnestyUK;#FreeBoroujerdiThe;7.84897E+17;https://twitter.com/chenjiman/status/784897401907777536;
rlteiken;2016-10-09 01:24;0;0;@SenatorKirk With all due respect Senator Kirk, the GOP leadership has enabled this clown to emerge as their standard bearer.;;@SenatorKirk;;7.84897E+17;https://twitter.com/rlteiken/status/784897342902272000;
believinAmerica;2016-10-09 01:22;0;0;@FoxNews @SenatorKirk @realDonaldTrump what is scrutinize senators Kirks past less scrutinize private conversations of his;;@FoxNews @SenatorKirk @realDonaldTrump;;7.84897E+17;https://twitter.com/believinAmerica/status/784896890349428736;
JasonFebery;2016-10-09 01:22;0;1;@Noahpinion @SenatorKirk Really captures the spirit of the man, doesn't it?;;@Noahpinion @SenatorKirk;;7.84897E+17;https://twitter.com/JasonFebery/status/784896878852931584;
weighedwords;2016-10-09 01:20;0;0;@SenatorKirk TY for speaking the truth about DT;;@SenatorKirk;;7.84896E+17;https://twitter.com/weighedwords/status/784896279847383040;
courtlawton03;2016-10-09 01:19;0;0;@AnnCoulter @HillaryClinton @SenatorKirk @realDonaldTrump @GOP I feel like Ann just sits, alone, laughing at her tweets.Wishing for a friend;;@AnnCoulter @HillaryClinton @SenatorKirk @realDonaldTrump @GOP;;7.84896E+17;https://twitter.com/courtlawton03/status/784895953891389440;
wstaar1;2016-10-09 01:18;0;0;@SenatorKirk @eScarry I stand with the calls for you to go play in traffic. Coward. #TrumpTrain;;@SenatorKirk @eScarry;#TrumpTrain;7.84896E+17;https://twitter.com/wstaar1/status/784895835318456320;
establishedin67;2016-10-09 01:18;0;0;@SenatorKirk Let's release your tapes. Mark do you really want to play Holier-than-thou.;;@SenatorKirk;;7.84896E+17;https://twitter.com/establishedin67/status/784895805853274112;
VicPennant;2016-10-09 01:18;0;1;Noted, @SenatorKirk , by those who wish Trump victory. I stand with those who want you dropped from/rendered powerless in public office. https:// twitter.com/KingKurmudgeon /status/784892562179895296 …;;@SenatorKirk;;7.84896E+17;https://twitter.com/VicPennant/status/784895750283137025;
mithrylon;2016-10-09 01:14;0;0;@lucaspeterson @SenatorKirk it's far too late to capitulate. This is what your party wanted;;@lucaspeterson @SenatorKirk;;7.84895E+17;https://twitter.com/mithrylon/status/784894771374403586;
vagabonddenyg;2016-10-09 01:13;0;0;@SenatorKirk You should be fired! You failed as Senator! A Criminal Felon Treasonist Hillary Clinton not arrested yet!;;@SenatorKirk;;7.84895E+17;https://twitter.com/vagabonddenyg/status/784894566574854145;
clarissamehler;2016-10-09 01:13;0;0;@SenatorKirk it is disgusting that you and Speaker Ryan are running away from Trump when Democrats stand by lying, traitor, cheat Hillary;;@SenatorKirk;;7.84895E+17;https://twitter.com/clarissamehler/status/784894523583238145;
kushkandy95;2016-10-09 01:13;0;0;@HBConservative1 @SenatorKirk @WillMcAvoyACN @realDonaldTrump @GOP There is this thing called a jail, ever heard of it?;;@HBConservative1 @SenatorKirk @WillMcAvoyACN @realDonaldTrump @GOP;;7.84894E+17;https://twitter.com/kushkandy95/status/784894446227685376;
kushkandy95;2016-10-09 01:12;0;0;@HBConservative1 @SenatorKirk @WillMcAvoyACN @realDonaldTrump @GOP staying inside. I don't condone threats or have ever made a threat;;@HBConservative1 @SenatorKirk @WillMcAvoyACN @realDonaldTrump @GOP;;7.84894E+17;https://twitter.com/kushkandy95/status/784894226957934592;
maga4peace;2016-10-09 01:11;0;0;Bullshit!! oh did i say a bad word? At least I haven't killed anyone- Hillary can't say that. @Gop @SenatorKirk https:// twitter.com/SenatorKirk/st atus/784555457255964672 …;;@Gop @SenatorKirk;;7.84894E+17;https://twitter.com/maga4peace/status/784894126537990144;
rainbringslife;2016-10-09 01:11;0;0;@SenatorKirk Lincoln, who was killed due to his monetary positions which most aren't aware of is not here to talk about his current stance;;@SenatorKirk;;7.84894E+17;https://twitter.com/rainbringslife/status/784894034812637184;
Orgetorix;2016-10-09 01:11;0;0;. @SenatorKirk says @realDonaldTrump should drop out, or @GOP should replace him. http://www. dailyherald.com/article/201610 07/news/161008945/ … via @dailyherald;;@SenatorKirk @realDonaldTrump @GOP @dailyherald;;7.84894E+17;https://twitter.com/Orgetorix/status/784893987597451264;
amerikosy;2016-10-09 01:11;0;0;@SenatorKirk @dcexaminer Lincoln wanted to send blacks back to Africa.;;@SenatorKirk @dcexaminer;;7.84894E+17;https://twitter.com/amerikosy/status/784893979569500164;
SusieKline;2016-10-09 01:10;0;0;"Pleased to announce @SenatorKirk wins the insult- @realDonaldTrump contest by using the term clown"" in the tweet! Kudos! #clownageddon https:// twitter.com/SenatorKirk/st atus/784537632856477696 …""";;@SenatorKirk @realDonaldTrump;#clownageddon;7.84894E+17;https://twitter.com/SusieKline/status/784893851244920836;
jedgarnaut;2016-10-09 01:08;0;1;@Noahpinion @SenatorKirk #notallclowns;;@Noahpinion @SenatorKirk;#notallclowns;7.84893E+17;https://twitter.com/jedgarnaut/status/784893184065372160;
joannele2001;2016-10-09 01:08;0;0;@AnnCoulter @texacalirose @HillaryClinton @SenatorKirk @realDonaldTrump @GOP Sen Kirk serves the self-serving politicians! Vote TRUMP!;;@AnnCoulter @texacalirose @HillaryClinton @SenatorKirk @realDonaldTrump @GOP;;7.84893E+17;https://twitter.com/joannele2001/status/784893161709502465;
AnthonyHostetle;2016-10-09 01:07;0;0;@davidwasmundt @SenatorKirk @TxsleuthUSA @realDonaldTrump @GOP oh thank you! Your do better then my phone want a job? Or you a lazy lib?;;@davidwasmundt @SenatorKirk @TxsleuthUSA @realDonaldTrump @GOP;;7.84893E+17;https://twitter.com/AnthonyHostetle/status/784893128251670528;
LatinoVoter;2016-10-09 01:06;0;1;@Noahpinion @SenatorKirk human maggot is my go to.;;@Noahpinion @SenatorKirk;;7.84893E+17;https://twitter.com/LatinoVoter/status/784892710729748480;
SGT_VEGAS;2016-10-09 01:06;0;3;@what_woo @SenatorKirk agreed, a desperate grasp at straws;;@what_woo @SenatorKirk;;7.84893E+17;https://twitter.com/SGT_VEGAS/status/784892689443676160;
graykimbrough;2016-10-09 01:06;0;0;@Noahpinion @SenatorKirk I guess until this recording came out, they thought he was a benign clown?;;@Noahpinion @SenatorKirk;;7.84893E+17;https://twitter.com/graykimbrough/status/784892661543137280;
Amusetales;2016-10-09 01:05;0;0;@SenatorKirk @realDonaldTrump @GOP for traitorous actions of Hillary! How dare you to even suggest this - VOTE MARK KIRK OUT!;;@SenatorKirk @realDonaldTrump @GOP;;7.84893E+17;https://twitter.com/Amusetales/status/784892555292991488;
Amusetales;2016-10-09 01:04;0;0;@SenatorKirk @realDonaldTrump @GOP You should drop out for disrespect of American voters and for betraying our country-where is your outcry;;@SenatorKirk @realDonaldTrump @GOP;;7.84892E+17;https://twitter.com/Amusetales/status/784892316397953024;
crystalcoaster;2016-10-09 01:04;0;0;@SenatorKirk @realDonaldTrump @GOP Then deny running of just about every military, sports nut or man that hasn't been off-color in privacy.;;@SenatorKirk @realDonaldTrump @GOP;;7.84892E+17;https://twitter.com/crystalcoaster/status/784892153889775617;
rainbringslife;2016-10-09 00:59;0;0;@SenatorKirk @realDonaldTrump @GOP what you f@#$%ers always wanted to do huh? Stop thinking we're not on to you. Get out of your world.;;@SenatorKirk @realDonaldTrump @GOP @;#;7.84891E+17;https://twitter.com/rainbringslife/status/784890996907646977;
KKMoriconi;2016-10-09 00:58;0;0;@SenatorKirk Hope you lose your seat! @realDonaldTrump not dropping out! You forget that he has MILLIONS of supporters! Delete your account https:// twitter.com/SenatorKirk/st atus/784555457255964672 …;;@SenatorKirk @realDonaldTrump;;7.84891E+17;https://twitter.com/KKMoriconi/status/784890715759411200;
rbalcorn;2016-10-09 00:57;0;0;@SenatorKirk @realDonaldTrump @GOP Mark, are you saying you have never made an inappropriate remark in private?? every??;;@SenatorKirk @realDonaldTrump @GOP;;7.84891E+17;https://twitter.com/rbalcorn/status/784890501187141633;
JodiLeaStewart;2016-10-09 00:56;0;0;@SenatorKirk @realDonaldTrump @GOP Oh baloney, Senator. This just gives you a chance to be self-righteous. Wonder what we could find on you?;;@SenatorKirk @realDonaldTrump @GOP;;7.8489E+17;https://twitter.com/JodiLeaStewart/status/784890342319489028;
jennifer626;2016-10-09 00:56;5;5;. @SenatorKirk @realDonaldTrump @GOP You're an elected Rep. official. After your disloyal & childish conduct, it's time for YOU to step down.;;@SenatorKirk @realDonaldTrump @GOP;;7.8489E+17;https://twitter.com/jennifer626/status/784890257128980480;
ChesterTwoTimes;2016-10-09 00:55;0;0;@SenatorKirk I'm proud to have helped rid the GOP, and the Congress, of swine like you. You're all nothing without Trump voters.;;@SenatorKirk;;7.8489E+17;https://twitter.com/ChesterTwoTimes/status/784890107870445568;
ChesterTwoTimes;2016-10-09 00:53;0;0;@SenatorKirk Regardless of your past, you're now a pathetic coward. Voting Trump and Duckworth, first Dem box I've ever checked.;;@SenatorKirk;;7.8489E+17;https://twitter.com/ChesterTwoTimes/status/784889589311873024;
AnechoicMedia14;2016-10-09 00:53;0;0;@SenatorKirk You would let our Party and Nation burn to preserve your traitorous social signaling.;;@SenatorKirk;;7.8489E+17;https://twitter.com/AnechoicMedia14/status/784889533624049664;
o_marianne;2016-10-09 00:53;0;0;@AnnCoulter @HillaryClinton @SenatorKirk @realDonaldTrump @GOP I live in this state! These people are running the State into bankruptcy!;;@AnnCoulter @HillaryClinton @SenatorKirk @realDonaldTrump @GOP;;7.84889E+17;https://twitter.com/o_marianne/status/784889384927625216;
o_marianne;2016-10-09 00:51;0;0;@AnnCoulter @HillaryClinton @SenatorKirk @realDonaldTrump @GOP He is an idiot! All of Illinois politicians are a mess! Crooked too!;;@AnnCoulter @HillaryClinton @SenatorKirk @realDonaldTrump @GOP;;7.84889E+17;https://twitter.com/o_marianne/status/784889046812229633;
MmabathoSisJ;2016-10-09 00:51;0;0;@SenatorKirk @realDonaldTrump @GOP What a mess. Chickens have come home to roost. #TrumpTapes;;@SenatorKirk @realDonaldTrump @GOP;#TrumpTapes;7.84889E+17;https://twitter.com/MmabathoSisJ/status/784889037765083137;
michstepstone;2016-10-09 00:51;0;0;@SenatorKirk @realDonaldTrump @GOP NO!!! You reap what you sew!!!;;@SenatorKirk @realDonaldTrump @GOP;;7.84889E+17;https://twitter.com/michstepstone/status/784888943049408512;
lionelgarcia;2016-10-09 00:48;4;22;@SenatorKirk with all due respect. You should have dropped out along time ago.;;@SenatorKirk;;7.84888E+17;https://twitter.com/lionelgarcia/status/784888231275794432;
FoundersRace;2016-10-09 00:48;0;0;@SenatorKirk your treasonous party can't be exterminated soon enough.;;@SenatorKirk;;7.84888E+17;https://twitter.com/FoundersRace/status/784888154625105920;
pcasey1224;2016-10-09 00:47;0;0;@SenatorKirk The Time has come to hold all of your FEET to the fire. You are not Perfect. We all make mistakes and ask for forgiveness;;@SenatorKirk;;7.84888E+17;https://twitter.com/pcasey1224/status/784887887573708801;
