username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink;;
TJWoodstockNY;2016-09-16 02:02;1;1;@TJWoodstockNY @SenateDems @SenSchumer @SenSanders @HardballChris @Russia @GOP @Reince @seanhannity @oreillyfactor @SMShow @YDanasmithdutra;;@TJWoodstockNY @SenateDems @SenSchumer @SenSanders @HardballChris @Russia @GOP @Reince @seanhannity @oreillyfactor @SMShow @YDanasmithdutra;;7.76572E+17;https://twitter.com/TJWoodstockNY/status/776571983194681344;;
InjuredBryd;2016-09-16 02:01;0;0;@cardinaldolan @chuckgrassley @lglimchermd @sengillibrand @senschumer wow sopping mopping every hour new applications;;@cardinaldolan @chuckgrassley @lglimchermd @sengillibrand @senschumer;;7.76572E+17;https://twitter.com/InjuredBryd/status/776571612309008384;;
albanyhighjrotc;2016-09-16 01:37;0;2;Thank you @SenSchumer @Vickie4Albany @ellenkroach @lange_jenn #GoFalcons #FalconPride #JROTC https:// twitter.com/AlbanySchools/ status/776148143348023297 …;;@SenSchumer @Vickie4Albany @ellenkroach @lange_jenn;#GoFalcons #FalconPride #JROTC;7.76566E+17;https://twitter.com/albanyhighjrotc/status/776565516739772416;;
therealSFriel;2016-09-16 01:17;1;2;@SenJeffMerkley @SenSanders @SenSchumer @PattyMurray @SenatorDurbin can democrats pretend to be for the public option again?;;@SenJeffMerkley @SenSanders @SenSchumer @PattyMurray @SenatorDurbin;;7.76561E+17;https://twitter.com/therealSFriel/status/776560606916800512;;
BoldProgressive;2016-09-16 01:12;2;3;"The resolution has the backing of three members of leadership — @SenatorDurbin , @SenSchumer & @PattyMurray ."" http:// politi.co/2cXEufB""";;@SenatorDurbin @SenSchumer @PattyMurray;;7.76559E+17;https://twitter.com/BoldProgressive/status/776559229800853504;;
BigDogStar;2016-09-16 01:10;0;0;@SenJeffMerkley @SenSanders @SenSchumer @PattyMurray @SenatorDurbin Still is a country where you only get what you can pay for.;;@SenJeffMerkley @SenSanders @SenSchumer @PattyMurray @SenatorDurbin;;7.76559E+17;https://twitter.com/BigDogStar/status/776558926980460545;;
woodgategroup;2016-09-16 00:20;0;0;"@SenSchumer American ppl deserve fairness & transparency"" ok, then let's see 200+ emails on Delphi pension theft deemed 'privileged'.""";;@SenSchumer;;7.76546E+17;https://twitter.com/woodgategroup/status/776546308886786048;;
InjuredBryd;2016-09-16 00:19;0;0;@cardinaldolan @chuckgrassley @lglimchermd @sengillibrand @senschumer your MEDICAL COUNSEL with knowledge is flawed;;@cardinaldolan @chuckgrassley @lglimchermd @sengillibrand @senschumer;;7.76546E+17;https://twitter.com/InjuredBryd/status/776545953490677760;;
TomR2D2;2016-09-16 00:09;0;0;. @BarackObama @AlanGrayson @keithellison @alfranken @amyklobuchar @SenWhitehouse @SenWarren @SenSchumer @NancyPelosi http:// billmoyers.com/story/plutocra ts-vs-people/ …;;@BarackObama @AlanGrayson @keithellison @alfranken @amyklobuchar @SenWhitehouse @SenWarren @SenSchumer @NancyPelosi;;7.76544E+17;https://twitter.com/TomR2D2/status/776543587630665728;;
VAconsumervoice;2016-09-16 00:05;0;0;. @HealthPolicyHub Clips | @SenJeffMerkley @SenSchumer @SenSanders + others push for public option health plan >> http:// usat.ly/2d2XjMZ;;@HealthPolicyHub @SenJeffMerkley @SenSchumer @SenSanders;;7.76542E+17;https://twitter.com/VAconsumervoice/status/776542399678087169;;
nature_ny;2016-09-16 00:05;4;6;#WRDA passed the Senate! TY @SenGillibrand @SenSchumer for supporting water investments & nature-based solutions! pic.twitter.com/WPPevTJzz7;;@SenGillibrand @SenSchumer;#WRDA;7.76542E+17;https://twitter.com/nature_ny/status/776542365892829184;;
Agterzis;2016-09-15 23:53;0;1;@Cgnewday @SenSchumer @SenJohnMcCain @JeffFlake @RepMattSalmon @StanfordWoods ignoring facts isn't ok.. It's time 2act respblyrespectably;;@Cgnewday @SenSchumer @SenJohnMcCain @JeffFlake @RepMattSalmon @StanfordWoods;;7.7654E+17;https://twitter.com/Agterzis/status/776539514156228608;;
BoldProgressive;2016-09-15 23:52;2;6;". @SenSchumer : a public option would help reduce costs and provide consumers with more affordable options."" http:// usat.ly/2cph5OQ""";;@SenSchumer;;7.76539E+17;https://twitter.com/BoldProgressive/status/776539102933950464;;
Cgnewday;2016-09-15 23:46;1;1;Congress has stymied Fuel Cells by carving them out of FC ITC @SenSchumer @SenJohnMcCain @JeffFlake @RepMattSalmon https:// twitter.com/stanfordwoods/ status/776500659696857089 …;;@SenSchumer @SenJohnMcCain @JeffFlake @RepMattSalmon;;7.76538E+17;https://twitter.com/Cgnewday/status/776537810916483072;;
kgiuseppe;2016-09-15 23:37;1;0;Thx @SenJeffMerkley @SenSchumer @BernieSanders @PattyMurray @SenatorDurbin for #PublicOption leadership. http:// WeWantAPublicOption.com;;@SenJeffMerkley @SenSchumer @BernieSanders @PattyMurray @SenatorDurbin;#PublicOption;7.76536E+17;https://twitter.com/kgiuseppe/status/776535535074570240;;
CROWENATION2016;2016-09-15 23:31;3;1;Keep dreaming, Chuckie. @SenSchumer cracks me up!!! https:// twitter.com/jomas19/status /776533020769656832 …;;@SenSchumer;;7.76534E+17;https://twitter.com/CROWENATION2016/status/776533832501751808;;
Shibadog;2016-09-15 23:16;0;1;@SenJeffMerkley @SenSanders @SenSchumer @PattyMurray @SenatorDurbin Merkley is a total hack, and an embarrassment to the state of Oregon.;;@SenJeffMerkley @SenSanders @SenSchumer @PattyMurray @SenatorDurbin;;7.7653E+17;https://twitter.com/Shibadog/status/776530148371738624;;
KimberlyS2008;2016-09-15 23:16;0;0;SenSanders: RT SenJeffMerkley: We need a #publicoption to cut billions in costs, lower premiums and expand options SenSanders SenSchumer Pa…;;;#publicoption;7.7653E+17;https://twitter.com/KimberlyS2008/status/776530099449556997;;
MoreThanTango;2016-09-15 23:13;0;1;@SenJeffMerkley @SenSanders @SenSchumer @PattyMurray @SenatorDurbin Yes! Get HRC to say she'll support it, and I bet Millen.'s come back.;;@SenJeffMerkley @SenSanders @SenSchumer @PattyMurray @SenatorDurbin;;7.76529E+17;https://twitter.com/MoreThanTango/status/776529443493863424;;
BernItUpTV;2016-09-15 23:12;4;11;@SenJeffMerkley @SenSanders @SenSchumer @PattyMurray @SenatorDurbin We just need #singlepayer . Period. No fixing obamacare.;;@SenJeffMerkley @SenSanders @SenSchumer @PattyMurray @SenatorDurbin;#singlepayer;7.76529E+17;https://twitter.com/BernItUpTV/status/776529177767837696;;
BernieVerse;2016-09-15 23:11;0;1;RT SenJeffMerkley: We need a #publicoption to cut billions in costs, lower premiums and expand options SenSanders SenSchumer PattyMurray Se…;;;#publicoption;7.76529E+17;https://twitter.com/BernieVerse/status/776528848691363840;;
RickHaines2;2016-09-15 23:09;0;0;@WendyLongNY ..vote @SenSchumer out of office.. he is a discrace to NY.. https:// twitter.com/JayS2629/statu s/776451737938956289 …;;@WendyLongNY @SenSchumer;;7.76528E+17;https://twitter.com/RickHaines2/status/776528425611829248;;
BenOSU66;2016-09-15 23:06;0;0;"@HillaryClinton @Alasscan_ @SenWarren @SenGillibrand @SenSchumer , GOP thinks It takes a village"" is blasphemy. Trump takes advantage.""";;@HillaryClinton @Alasscan_ @SenWarren @SenGillibrand @SenSchumer;;7.76528E+17;https://twitter.com/BenOSU66/status/776527523291299841;;
InjuredBryd;2016-09-15 22:58;0;0;@cardinaldolan @chuckgrassley @lglimchermd @sengillibrand @senschumer only the MOST VICIOUS EXECUTION of any deal would DO THIS;;@cardinaldolan @chuckgrassley @lglimchermd @sengillibrand @senschumer;;7.76526E+17;https://twitter.com/InjuredBryd/status/776525656796516352;;
peymaneh123;2016-09-15 22:56;0;1;@OrgIAC wow The beautiful colors of #Iran 's flag hope we see the colors at freedom tower in Tehran #FreeIran @No2Rouhani @SenSchumer;;@OrgIAC @No2Rouhani @SenSchumer;#Iran #FreeIran;7.76525E+17;https://twitter.com/peymaneh123/status/776525027764088832;;
bobgallagher14;2016-09-15 22:54;0;0;Thank you @SenSchumer for leading on the #PublicOption ! h/t @BoldProgressive Sign the petition: http:// WeWantAPublicOption.com;;@SenSchumer @BoldProgressive;#PublicOption;7.76525E+17;https://twitter.com/bobgallagher14/status/776524606576275456;;
bookwuman;2016-09-15 22:53;0;0;Thx @SenJeffMerkley @SenSchumer @BernieSanders @PattyMurray @SenatorDurbin for #PublicOption leadership. http:// ln.is/boldprogressiv es.org/BxFja …;;@SenJeffMerkley @SenSchumer @BernieSanders @PattyMurray @SenatorDurbin;#PublicOption;7.76524E+17;https://twitter.com/bookwuman/status/776524260332437504;;
divavee1;2016-09-15 22:52;0;0;@SenSchumer @SenGillibrand our #HospitalHeroes do amazing work. Here's 50+ reasons to protect #patientcare in NY. http:// bit.ly/2cYf3GM;;@SenSchumer @SenGillibrand;#HospitalHeroes #patientcare;7.76524E+17;https://twitter.com/divavee1/status/776524130875236353;;
cmdorsey;2016-09-15 22:46;0;0;PUERTO RICO WANTS MORE MEDICARE & QUALITY HEALTHCARE BENEFITS 8 JUNE 2015 Letter to @SenSchumer from DHHS https://www. scribd.com/document/26843 2843/June-8-Letter-to-Sen-Schumer-from-DHHS … @LevinTV;;@SenSchumer @LevinTV;;7.76523E+17;https://twitter.com/cmdorsey/status/776522707882024960;;
HealthyAmerica1;2016-09-15 22:43;0;0;@SenSchumer To stop the spread of #Zika , we need a plan - we need to act! http:// healthyamericans.org/health-issues/ zika/ … #ZapZika pic.twitter.com/nqMArVMUWE;;@SenSchumer;#Zika #ZapZika;7.76522E+17;https://twitter.com/HealthyAmerica1/status/776521810213015553;;
SenJeffMerkley;2016-09-15 22:38;220;548;We need a #publicoption to cut billions in costs, lower premiums and expand options @SenSanders @SenSchumer @PattyMurray @SenatorDurbin;;@SenSanders @SenSchumer @PattyMurray @SenatorDurbin;#publicoption;7.7652E+17;https://twitter.com/SenJeffMerkley/status/776520463690395648;;
SeedBomz4Change;2016-09-15 22:35;0;0;Thank you @SenSchumer for leading on the #PublicOption ! h/t @BoldProgressive Sign the petition: http:// act.boldprogressives.org/survey/petitio n-strike-back-we-want-public-option?akid=s16649..iW2ycN …;;@SenSchumer @BoldProgressive;#PublicOption;7.7652E+17;https://twitter.com/SeedBomz4Change/status/776519788935860225;;
cmdorsey;2016-09-15 22:29;0;0;@GLR3TX @gmiller1952 @tomborelli #SCHUMER THE PARASITE LOVES SPENDING OUR MONEY @SenSchumer FCC Letter https://www. scribd.com/doc/312411099/ Schumer-FCC-Letter …;;@GLR3TX @gmiller1952 @tomborelli @SenSchumer;#SCHUMER;7.76518E+17;https://twitter.com/cmdorsey/status/776518232186298368;;
TomR2D2;2016-09-15 22:22;0;0;. @BarackObama @AlanGrayson @keithellison @alfranken @amyklobuchar @SenWhitehouse @SenWarren @SenSchumer @NancyPelosi https://www. youtube.com/watch?v=jMsWQh 3YIY0 …;;@BarackObama @AlanGrayson @keithellison @alfranken @amyklobuchar @SenWhitehouse @SenWarren @SenSchumer @NancyPelosi;;7.76517E+17;https://twitter.com/TomR2D2/status/776516592368754690;;
InjuredBryd;2016-09-15 22:17;0;0;@cardinaldolan @chuckgrassley @lglimchermd @sengillibrand @senschumer A FEDERAL JUDGE ORDER this attack? Who's appointee?;;@cardinaldolan @chuckgrassley @lglimchermd @sengillibrand @senschumer;;7.76515E+17;https://twitter.com/InjuredBryd/status/776515185011937280;;
InjuredBryd;2016-09-15 22:15;0;0;@cardinaldolan @chuckgrassley @lglimchermd @sengillibrand @senschumer She's a Harvard Educated dedicated physician!;;@cardinaldolan @chuckgrassley @lglimchermd @sengillibrand @senschumer;;7.76515E+17;https://twitter.com/InjuredBryd/status/776514838025506816;;
InjuredBryd;2016-09-15 22:14;0;0;@cardinaldolan @chuckgrassley @lglimchermd @sengillibrand @senschumer Dr Jan Gurley MD support THIS? Knight Foundation fellow?;;@cardinaldolan @chuckgrassley @lglimchermd @sengillibrand @senschumer;;7.76515E+17;https://twitter.com/InjuredBryd/status/776514635134410752;;
lf2873;2016-09-15 21:43;0;0;Stop this from happening @TomCottonAR @SenatorSessions @AnnCoulter @SenSchumer @RepPeteKing @ChrisMurphyCT https:// twitter.com/resurgent/stat us/776145514450399233 …;;@TomCottonAR @SenatorSessions @AnnCoulter @SenSchumer @RepPeteKing @ChrisMurphyCT;;7.76507E+17;https://twitter.com/lf2873/status/776506785687449600;;
softlikewater;2016-09-15 21:33;0;0;I don't think it's a joke - trump family very scary and dangerous @jaketapper @chucktodd @SenSchumer @ChrisCuomo https:// twitter.com/Deanofcomedy/s tatus/776503714559524865 …;;@jaketapper @chucktodd @SenSchumer @ChrisCuomo;;7.76504E+17;https://twitter.com/softlikewater/status/776504234527383553;;
pampichon;2016-09-15 21:28;4;6;. @SenSchumer and Morgan Brand, thank you for your support and your time! #ONSinDC #NY #nurse pic.twitter.com/mZusntEd7X;;@SenSchumer;#ONSinDC #NY #nurse;7.76503E+17;https://twitter.com/pampichon/status/776503046595567616;;
FYIscipolicy;2016-09-15 20:59;1;2;S.Res. congratulating the @OpticalSociety on its 100yr anniversary introduced by @SenSchumer https://www. congress.gov/bill/114th-con gress/senate-resolution/555 … pic.twitter.com/m4w8QUZBQe;;@OpticalSociety @SenSchumer;;7.76496E+17;https://twitter.com/FYIscipolicy/status/776495744878538752;;
hattie09ky;2016-09-15 20:49;0;0;@SenSanders @SenSchumer @SenAlexander , #SinglePayer is fix for patients & business. No more tax $$ to insurers!. http://www. fiercehealthcare.com/payer/bernie-s anders-chuck-schumer-lead-public-option-fight-republicans-offer-emergency-health …;;@SenSanders @SenSchumer @SenAlexander;#SinglePayer;7.76493E+17;https://twitter.com/hattie09ky/status/776493084326494208;;
judicialnetwork;2016-09-15 20:33;0;0;Good luck, Chuck. You’re going to need it! http:// bit.ly/2ck2qcT @DailySignal @SenSchumer;;@DailySignal @SenSchumer;;7.76489E+17;https://twitter.com/judicialnetwork/status/776489010508083200;;
NotJorEl;2016-09-15 20:29;0;0;@zach_baylor @SenSchumer @RonWyden Here's the full text of the Iran Agreement: https://www. documentcloud.org/documents/2165 388-iran-deal-text.html … #WhatsNext;;@zach_baylor @SenSchumer @RonWyden;#WhatsNext;7.76488E+17;https://twitter.com/NotJorEl/status/776488245962080257;;
Drsforamerica;2016-09-15 20:23;2;3;. @SenJeffMerkley @SenSchumer @SenSanders push for public option health plan http:// usat.ly/2d2XjMZ;;@SenJeffMerkley @SenSchumer @SenSanders;;7.76487E+17;https://twitter.com/Drsforamerica/status/776486725849931776;;
InjuredBryd;2016-09-15 20:21;0;0;@cardinaldolan @chuckgrassley @lglimchermd @sengillibrand @senschumer Whos husband works sommelier Del Posto? Lives in Spitzer colostrum?;;@cardinaldolan @chuckgrassley @lglimchermd @sengillibrand @senschumer;;7.76486E+17;https://twitter.com/InjuredBryd/status/776486143365746688;;
InjuredBryd;2016-09-15 20:19;0;0;@cardinaldolan @chuckgrassley @lglimchermd @sengillibrand @senschumer so Gwyneth knows batalli who knows Rebecca silbur?;;@cardinaldolan @chuckgrassley @lglimchermd @sengillibrand @senschumer;;7.76486E+17;https://twitter.com/InjuredBryd/status/776485678364241920;;
BKeachDay;2016-09-15 20:14;0;0;@SenSchumer @SenateDems @SenatorBarb you just love to sell yourselves as indispensable. Poor citizen shmucks cant get by without your help;;@SenSchumer @SenateDems @SenatorBarb;;7.76484E+17;https://twitter.com/BKeachDay/status/776484447243767808;;
MissAnthropy;2016-09-15 20:13;0;0;Thx @SenJeffMerkley @SenSchumer @BernieSanders @PattyMurray @SenatorDurbin for #PublicOption leadership. http:// act.boldprogressives.org/survey/petitio n-strike-back-we-want-public-option?akid=s16528..Qoydrl …;;@SenJeffMerkley @SenSchumer @BernieSanders @PattyMurray @SenatorDurbin;#PublicOption;7.76484E+17;https://twitter.com/MissAnthropy/status/776484071429971969;;
Melvin_Udall_;2016-09-15 20:11;0;0;@SenSchumer #WageGap a lie debuinked by feminists. If there were one employers would already only hire women. @SenateDems @SenatorBarb Liars;;@SenSchumer @SenateDems @SenatorBarb;#WageGap;7.76484E+17;https://twitter.com/Melvin_Udall_/status/776483639655821313;;
SenSchumer;2016-09-15 19:52;11;20;Time for GOP to join @SenateDems & help us fight #PinkSourcing w/ @SenatorBarb ’s #PaycheckFairness Act. http://www. ew.com/article/2016/0 9/14/kristen-bell-mocks-gender-pay-gap-pinksourcing … #DoYourJob;;@SenateDems @SenatorBarb;#PinkSourcing #PaycheckFairness #DoYourJob;7.76479E+17;https://twitter.com/SenSchumer/status/776478875433984004;;
noxonoxo;2016-09-15 19:46;1;0;@SenSchumer @RonWyden #MAGA THANK GOD YOU DID NOT VOTE FOR IRAN DEAL WHICH IS NOW A MESS, BUT YOU LET OTHER JEWS DO IT AND NOT SAY A WORD;;@SenSchumer @RonWyden;#MAGA;7.76477E+17;https://twitter.com/noxonoxo/status/776477272090021888;;
rvaLuJ;2016-09-15 19:44;0;1;@NRA @Sonny762x39 @SenSchumer needs to be voted out or recalled!!! ASAP!!;;@NRA @Sonny762x39 @SenSchumer;;7.76477E+17;https://twitter.com/rvaLuJ/status/776476870317445120;;
wgonzalezgarcia;2016-09-15 19:44;0;0;. @SenSchumer Schools have made great progress in serving healthy foods! Please build on this by passing bipartisan S. 3136 #CNR2016;;@SenSchumer;#CNR2016;7.76477E+17;https://twitter.com/wgonzalezgarcia/status/776476744253603840;;
SenSchumer;2016-09-15 19:38;15;26;. @RonWyden is right. American ppl deserve fairness & transparency. Let's keep a 40yr tradition alive & pass the Pres Tax Transparency Act;;@RonWyden;;7.76475E+17;https://twitter.com/SenSchumer/status/776475286711963649;;
SDS_Sunlight;2016-09-15 19:36;1;3;Let's thank @ScottFuhrman for backing @SenSchumer 's Disability Integration Act! #CripTheVote https:// twitter.com/scottfuhrman/s tatus/776417357757423616 …;;@ScottFuhrman @SenSchumer;#CripTheVote;7.76475E+17;https://twitter.com/SDS_Sunlight/status/776474875502395392;;
TaraDeliberto;2016-09-15 19:36;3;3;Called Chuck Schumer, @SenSchumer , today at 202-224-6542 to voice my opinion on the #MentalHealthReform Act! // (cc @EDCoalition & @aedweb );;@SenSchumer @EDCoalition @aedweb;#MentalHealthReform;7.76475E+17;https://twitter.com/TaraDeliberto/status/776474832707940354;;
Schneiderman;2016-09-15 19:30;1;5;I stand with @SenSchumer in calling for @usedgov to better protect students from schools like #ITTTech . http:// bit.ly/2cbbTSB;;@SenSchumer @usedgov;#ITTTech;7.76473E+17;https://twitter.com/Schneiderman/status/776473244341719040;;
NYSCRAM;2016-09-15 19:27;1;1;#Methane releases are climate killers. How much does #MillenniumPipeline spew into #NYS ? http://www. ecowatch.com/methane-emissi ons-fracking-2004656908.html … @SenSchumer @MSmithHook;;@SenSchumer @MSmithHook;#Methane #MillenniumPipeline #NYS;7.76473E+17;https://twitter.com/NYSCRAM/status/776472528789368833;;
Carman2Suzie;2016-09-15 19:25;0;0;@SenGillibrand @SenSchumer ~ We r aware of what TPP entails, u are 2 It's your turn 2 stand up against it! #StopTPP https:// twitter.com/berniesanders/ status/776176721884241921 …;;@SenGillibrand @SenSchumer;#StopTPP;7.76472E+17;https://twitter.com/Carman2Suzie/status/776471923232481280;;
PeterPowers___;2016-09-15 19:19;0;0;Schumer. He doesn't even know the three branches of Gov https:// m.youtube.com/watch?v=fG0Jpu 9geWY … @SenSchumer #imbecile LMFAO!! https:// twitter.com/mitchellvii/st atus/776451810919849984 …;;@SenSchumer;#imbecile;7.76471E+17;https://twitter.com/PeterPowers___/status/776470599938011136;;
LAGraham64;2016-09-15 19:14;0;0;@SenSchumer Yes- @HillaryClinton is The most different- First Female Major-Party candidate under FBI investigation for years! #HillarysMafia;;@SenSchumer @HillaryClinton;#HillarysMafia;7.76469E+17;https://twitter.com/LAGraham64/status/776469189842309122;;
mobygrapefan;2016-09-15 19:08;0;0;@SenSchumer Chuck Did U go 2 the #Attica Memorial? U should Remember,one of the biggest crimes #NYS got away With! #NoJustice;;@SenSchumer;#Attica #NYS #NoJustice;7.76468E+17;https://twitter.com/mobygrapefan/status/776467654139715584;;
firstgreatwater;2016-09-15 19:06;0;3;Thank you @SenSchumer for protecting #drinkingwater for 15M+ in #delawarewatershed #WRDA #DRBCA pic.twitter.com/j4TKcJ37fU;;@SenSchumer;#drinkingwater #delawarewatershed #WRDA #DRBCA;7.76467E+17;https://twitter.com/firstgreatwater/status/776467215415664640;;
EnergyInDepth;2016-09-15 19:06;2;0;WATCH:. @SenSchumer (D-NY): #Democrats support #fracking http:// energyindepth.org/videos/sen-chu ck-schumer-d-ny-democrats-support-fracking/ … https://www. youtube.com/watch?v=EHBa5N _VrbU …;;@SenSchumer;#Democrats #fracking;7.76467E+17;https://twitter.com/EnergyInDepth/status/776467132225695744;;
gregjacob01;2016-09-15 19:04;0;0;Huzzah! Senate passes #WRDA2016 95-3. Thx to @SenSchumer and @SenGillibrand & staffers Sean and Jordan for their leadership and hard work!;;@SenSchumer @SenGillibrand;#WRDA2016;7.76467E+17;https://twitter.com/gregjacob01/status/776466830818934784;;
nyliberal44;2016-09-15 19:00;0;0;@SenSchumer Are you in the neighborhood and going to the opening of the Hillary for America HQ in White Plains this PM?;;@SenSchumer;;7.76466E+17;https://twitter.com/nyliberal44/status/776465698864369664;;
albie401;2016-09-15 18:59;1;1;@SenSchumer @Yankees @MarianoRivera how come u r not out there campaigning for Hilary NY senator shame on u;;@SenSchumer @Yankees @MarianoRivera;;7.76465E+17;https://twitter.com/albie401/status/776465468303503360;;
SenSchumer;2016-09-15 18:58;9;25;Warmed my heart to see this from the youngest NYers – shared from #parsonshcsd in Harrison, NY #NYtownoftheday https:// twitter.com/PARPrincipal/s tatus/775484319494238208 …;;;#parsonshcsd #NYtownoftheday;7.76465E+17;https://twitter.com/SenSchumer/status/776465265924116484;;
DelRivCoalition;2016-09-15 18:57;0;0;Thank you @SenSchumer for supporting these types of innovative approaches to protecting our #drinkingwater #DRBCA pic.twitter.com/R12Frs74TN;;@SenSchumer;#drinkingwater #DRBCA;7.76465E+17;https://twitter.com/DelRivCoalition/status/776464994904924160;;
Federalist_10;2016-09-15 18:49;0;0;@BCAppelbaum And it is for that reason that @SenSchumer must not allow that orange psychopath to sit a single judge on the federal judiciary;;@BCAppelbaum @SenSchumer;;7.76463E+17;https://twitter.com/Federalist_10/status/776463063180570624;;
6nsinvt;2016-09-15 18:46;0;0;THIS: https:// twitter.com/jonathanweisma n/status/776448767419486212 … STOP #Trump : @SenateDems @timkaine @riotwomennn @NancyPelosi @SenatorReid @SenSchumer @AIPAC @ADL_National;;@SenateDems @timkaine @riotwomennn @NancyPelosi @SenatorReid @SenSchumer @AIPAC @ADL_National;#Trump;7.76462E+17;https://twitter.com/6nsinvt/status/776462323900964864;;
uaddt;2016-09-15 18:45;0;1;@Cgnewday @SenSchumer @SenJohnMcCain @JeffFlake @RepMattSalmon Pete, do the right thing @RepVisclosky;;@Cgnewday @SenSchumer @SenJohnMcCain @JeffFlake @RepMattSalmon @RepVisclosky;;7.76462E+17;https://twitter.com/uaddt/status/776461949236342784;;
Cgnewday;2016-09-15 18:34;1;3;EXTEND H2 PEM Fuel Cell ITC NOW! Please, for our children @SenSchumer @SenJohnMcCain @JeffFlake @RepMattSalmon https:// twitter.com/biggercapital/ status/776401754078326786 …;;@SenSchumer @SenJohnMcCain @JeffFlake @RepMattSalmon;;7.76459E+17;https://twitter.com/Cgnewday/status/776459249186549760;;
Kevlaff16;2016-09-15 18:21;0;0;@SenSchumer when are we going to get serious about child care costs for middle class families?;;@SenSchumer;;7.76456E+17;https://twitter.com/Kevlaff16/status/776455955957637120;;
SenSchumer;2016-09-15 18:18;5;16;Just-passed #WRDA will boost water quality & make water infrastructure improvements to one of America’s oldest waterways, the #GreatLakes .;;;#WRDA #GreatLakes;7.76455E+17;https://twitter.com/SenSchumer/status/776455105600229376;;
greggypoo65;2016-09-15 18:18;0;1;@JayS2629 @SenSchumer This is another snake in the grass politician who will do anything to get Soros & the global initiative forced on us;;@JayS2629 @SenSchumer;;7.76455E+17;https://twitter.com/greggypoo65/status/776455047815106560;;
SenSchumer;2016-09-15 18:16;13;33;Senate just passed #WRDA which includes my bill to create a grant prgm to help NY schools & daycare ctrs test our children's drinking water.;;;#WRDA;7.76455E+17;https://twitter.com/SenSchumer/status/776454683636400128;;
Arkady_V;2016-09-15 18:06;0;0;Thank you @SenSchumer for leading on the #PublicOption ! h/t @BoldProgressive Sign the petition: http:// act.boldprogressives.org/survey/petitio n-strike-back-we-want-public-option?akid=s16350..ZnImMZ …;;@SenSchumer @BoldProgressive;#PublicOption;7.76452E+17;https://twitter.com/Arkady_V/status/776452114004316160;;
Missmeldw;2016-09-15 17:56;0;0;Thx @SenJeffMerkley @SenSchumer @BernieSanders @PattyMurray @SenatorDurbin for #PublicOption leadership. http:// act.boldprogressives.org/survey/petitio n-strike-back-we-want-public-option?akid=s16324..dcgT_f …;;@SenJeffMerkley @SenSchumer @BernieSanders @PattyMurray @SenatorDurbin;#PublicOption;7.7645E+17;https://twitter.com/Missmeldw/status/776449510356713472;;
BlkIndParty;2016-09-15 17:52;0;0;"our Pouting Face"" emoji @SenSchumer http:// buff.ly/2cq0YR3 pic.twitter.com/NfhM77sSQ9""";;@SenSchumer;;7.76449E+17;https://twitter.com/BlkIndParty/status/776448556244856832;;
mombiez;2016-09-15 17:49;3;3;@SenGillibrand @SenSchumer @NYGovCuomo A LEO's view on Kratom #iamkratom #savekratom https:// goo.gl/y5T7zT pic.twitter.com/XNejOnpROD;;@SenGillibrand @SenSchumer @NYGovCuomo;#iamkratom #savekratom;7.76448E+17;https://twitter.com/mombiez/status/776447746437967872;;
Ali_Alhababy;2016-09-15 17:47;0;1;@OrgIAC @No2Rouhani @SenSchumer pic.twitter.com/0oab7FuygX;;@OrgIAC @No2Rouhani @SenSchumer;;7.76447E+17;https://twitter.com/Ali_Alhababy/status/776447265288454144;;
woodseysmith;2016-09-15 17:34;0;0;@AdamBaldwin @NolteNC @RexHuppke better healthy @realDonaldTrump than @SenSchumer;;@AdamBaldwin @NolteNC @RexHuppke @realDonaldTrump @SenSchumer;;7.76444E+17;https://twitter.com/woodseysmith/status/776444053672103936;;
countryusa2136;2016-09-15 17:27;0;0;At least @SenSchumer told the truth for once. https:// twitter.com/jimEastridge1/ status/776441782078844929 …;;@SenSchumer;;7.76442E+17;https://twitter.com/countryusa2136/status/776442251635335168;;
SenSchumer;2016-09-15 17:15;4;20;#CongratsGrace ! #AGTFinale ended with a dream come true for @GraceVanderWaal from Suffern, NY! https:// twitter.com/nbcagt/status/ 776401701989326848 …;;@GraceVanderWaal;#CongratsGrace #AGTFinale;7.76439E+17;https://twitter.com/SenSchumer/status/776439303878512641;;
CornellinDC;2016-09-15 17:14;4;3;@CornellCALS Dean @Boorkj4 & @NYFarmBureau VP Eric Ooms thank @SenSchumer for his strong support of NY Ag #NYFarmDay pic.twitter.com/enoBxRh06R;;@CornellCALS @Boorkj4 @NYFarmBureau @SenSchumer;#NYFarmDay;7.76439E+17;https://twitter.com/CornellinDC/status/776439147204673536;;
OasusTheDingo;2016-09-15 17:10;0;0;Thank you @SenSchumer and @SenGillibrand for upholding New York values and leading the charge in favor of the Public Option!;;@SenSchumer @SenGillibrand;;7.76438E+17;https://twitter.com/OasusTheDingo/status/776438088172175360;;
SenSchumer;2016-09-15 17:09;3;20;Looking good @wolfblitzer ! https:// twitter.com/wolfblitzer/st atus/776409115853676546 …;;@wolfblitzer;;7.76438E+17;https://twitter.com/SenSchumer/status/776437890511319040;;
